cduid,date,avg_temp,min_temp,max_temp,avg_precip
3501,2018-01-01,-25.073971649299963,-31.538717012210412,-18.55367073083396,0.025993662047480937
3501,2018-01-02,-18.110031063128872,-29.20518136570344,-6.9583827926379485,3.5718643696064745
3501,2018-01-03,-8.80292839366921,-11.028823584702975,-6.509424123607977,0.8544916210119239
3501,2018-01-04,-10.89782558097898,-14.60919115014144,-7.135517151860206,1.230703933469402
3501,2018-01-05,-21.77346139041072,-23.70292391771404,-19.787500895191034,0.0
3501,2018-01-06,-23.177034097826475,-25.680508334228524,-20.614334022630427,0.0
3501,2018-01-07,-17.58914782289541,-28.63400495040642,-6.496175967701507,6.6748102195008405
3501,2018-01-08,-4.990174830808893,-11.423651170909872,1.4831332581372862,5.446378728470656
3501,2018-01-09,-4.144209262178188,-8.073918953855904,-0.18841602241737346,0.0
3501,2018-01-10,-8.854925900906537,-19.21670711468055,1.5068553128674722,2.0083523063707704
3501,2018-01-11,3.905752791746937,-2.0667450607554185,9.856028422027071,14.970052624117026
3501,2018-01-12,2.257209337236358,-7.403942221888631,11.866666666666667,22.30693120501721
3501,2018-01-13,-17.493144687132528,-21.048070588039067,-13.889913015920673,4.567928477903709
3501,2018-01-14,-22.407171391161484,-28.44428765626694,-16.299527133528482,0.02994487394397325
3501,2018-01-15,-20.14578464977024,-25.556344500321078,-14.705752791746935,1.931598655624776
3501,2018-01-16,-13.901891465886061,-17.27628078427448,-10.501418599414546,2.6445228385331965
3501,2018-01-17,-10.568479738463976,-15.969347077318256,-5.1565012884985855,0.06666666666666668
3501,2018-01-18,-6.1000783940887535,-7.869739047762015,-4.2970844070821546,0.0
3501,2018-01-19,-1.626556414554613,-5.176832044834748,1.934830326836632,0.02994487394397325
3501,2018-01-20,1.7090628570475452,-1.4841602241737346,4.857841493824381,0.0
3501,2018-01-21,-0.30914125113629737,-2.210086984079328,1.636248926251178,0.3444444444444445
3501,2018-01-22,-4.011427189405122,-7.250670102662897,-0.7644616244255968,6.269347077318256
3501,2018-01-23,-0.9646184126031008,-5.764067152042832,3.827580541586397,6.374705396682428
3501,2018-01-24,-9.504708481039852,-12.412246884735206,-6.537944238550506,0.0
3501,2018-01-25,-12.80312623088767,-17.317165735667988,-8.221477647079887,0.0
3501,2018-01-26,-9.128769201847676,-17.862709474701898,-0.30594004010455816,0.0
3501,2018-01-27,-1.868748433415691,-10.56914500304365,6.884475820890177,1.8485629945930464
3501,2018-01-28,0.5039153417839367,-2.968805054248577,4.004413067998711,0.0
3501,2018-01-29,-8.568849590002506,-10.885514913882623,-6.211410104916389,0.3278829627242453
3501,2018-01-30,-10.709180855444552,-13.384425913990045,-7.95615801912128,0.3798702868192072
